SCOPUS_ID,eid,Author,title of paper,cit_count,uni_name,city,country,type
84951056114,2-s2.0-84951056114,Bernhard V.,"Ima Hogg in Europe, 1914: A Texan experiences the beginning of the great war",0,"University of St. Thomas, Minnesota",Saint Paul,United States,Review
85021035236,2-s2.0-85021035236,Burns L.,Sampling and storytelling: Kanye West’s vocal and sonic narratives,3,"University of Ottawa, Canada",Ottawa,Canada,Chapter
84941419181,2-s2.0-84941419181,Cermak S.A.,Sensory Adapted Dental Environments to Enhance Oral Care for Children with Autism Spectrum Disorders: A Randomized Controlled Pilot Study,26,Herman Ostrow School of Dentistry of USC,Los Angeles,United States,Article
84959432106,2-s2.0-84959432106,Bae J.,Graph tiles: A visual interface supporting browsing and imprecise mobile search,2,NC State University,Raleigh,United States,Conference Paper
84941564880,2-s2.0-84941564880,Averett M.,The early modern child in art and history,0,Creighton University,Omaha,United States,Book
84929946024,2-s2.0-84929946024,Jun S.,Social mix: automatic music recommendation and mixing scheme based on social network analysis,3,Korea University,Seoul,South Korea,Article
84929493626,2-s2.0-84929493626,Cermak S.A.,Feasibility of a sensory-adapted dental environment for children with autism,8,Herman Ostrow School of Dentistry of USC,Los Angeles,United States,Article
84930715045,2-s2.0-84930715045,Van Der Merwe L.,A conceptual model of spirituality in music education,11,School of Music,Potchefstroom,South Africa,Article
84905255232,2-s2.0-84905255232,Chen Y.,Linear regression-based adaptation of music emotion recognition models for personalization,16,National Taiwan University,Taipei,Taiwan,Conference Paper
84951194596,2-s2.0-84951194596,Powers D.,Intermediaries and intermediation,4,Drexel University,Philadelphia,United States,Chapter
84921361807,2-s2.0-84921361807,Hauger D.,Exploring geospatial music listening patterns in microblog data,3,Johannes Kepler University Linz,Linz,Austria,Article
84904210981,2-s2.0-84904210981,Barina G.,MuSeNet: Natural patterns in the music artists industry,0,Universitatea Politehnica din Timisoara,Timisoara,Romania,Conference Paper
84913586930,2-s2.0-84913586930,Wu B.,Music emotion recognition by multi-label multi-layer multi-instance multi-view learning,34,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,Conference Paper
84906096996,2-s2.0-84906096996,Kooijman J.,"The true voice of Whitney Houston: commodification, authenticity, and African American superstardom",6,Universiteit van Amsterdam,Amsterdam,Netherlands,Article
84899582053,2-s2.0-84899582053,Tyler P.,Hillbilly music re-imagined: Folk and country music in the midwest,6,Indiana University Bloomington,Bloomington,United States,Review
84896904854,2-s2.0-84896904854,Chin Y.,Music emotion detection using hierarchical sparse kernel machines,3,National Central University Taiwan,Chung-Li,Taiwan,Article
84917022235,2-s2.0-84917022235,Pollock B.,"Rock song index: The 7500 most important songs of the rock and roll era: 1944—2000, 2nd edition",1,Sony BMG Music Entertainment,,United States,Book
84899559400,2-s2.0-84899559400,Huber P.,"The New York sound: Citybilly recording artists and the creation of hillbilly music, 1924-1932",5,Missouri University of Science and Technology,Rolla,United States,Review
84904935240,2-s2.0-84904935240,Lieb K.,"Gender, branding, and the modern music industry: The social construction of female popular music stars",16,Emerson College,Boston,United States,Book
79955393344,2-s2.0-79955393344,Collins N.,Computational analysis of musical influence: A musicological case study using MIR tools,11,University of Sussex,Sussex,United Kingdom,Conference Paper
84862927717,2-s2.0-84862927717,Bischoff K.,Music mood and theme classification - A hybrid approach,46,Forschungszentrum L3S,Hannover,Germany,Conference Paper
84873695101,2-s2.0-84873695101,Han B.,SMERS: Music emotion recognition using support vector regression,63,Korea University,Seoul,South Korea,Conference Paper
77952081635,2-s2.0-77952081635,Deshaye J.,Celebrity and the poetic dialogue of irving layton and leonard cohen,7,McGill University,Montreal,Canada,Article
70450251973,2-s2.0-70450251973,Bischoff K.,"How do you feel about ""Dancing Queen""? Deriving mood &amp; theme annotations from user tags",16,Forschungszentrum L3S,Hannover,Germany,Conference Paper
70350352433,2-s2.0-70350352433,Popescu A.,Wavelet analysis for audio signals with music classification applications,7,University Politehnica of Bucharest,Bucuresti,Romania,Conference Paper
70350366095,2-s2.0-70350366095,Gaffney M.,Making the Long Tail visible: Social networking sites and independent music discovery,9,Stowers Institute for Medical Research,Kansas City,United States,Article
67650677733,2-s2.0-67650677733,Rho S.,COMUS: Ontological and rule-based reasoning for music recommendation system,7,Carnegie Mellon University,Pittsburgh,United States,Conference Paper
67349213558,2-s2.0-67349213558,Finn J.,Contesting culture: A case study of commodification in Cuban music,11,Arizona State University,Tempe,United States,Article
63749087763,2-s2.0-63749087763,Song S.,Music ontology for mood and situation reasoning to support music retrieval and recommendation,11,Ajou University,Kyonggi-do,South Korea,Conference Paper
74549203873,2-s2.0-74549203873,Laurin H.,The girl is a boy is a girl: Gender representations in the Gizzy Guitar 2005 air guitar competition,3,McGill University,Montreal,Canada,Review
38549164893,2-s2.0-38549164893,Wu T.,Probabilistic estimation of a novel music emotion model,17,National Taiwan University,Taipei,Taiwan,Conference Paper
65749167622,2-s2.0-65749167622,Preston G.,"My pen rides the paper: Hip-hop, the technology of writing and Nas's Illmatic",1,University of Melbourne,Parkville,Australia,Article
84905499643,2-s2.0-84905499643,Stratton J.,Suburban stories: Dave mcComb and the perth experience,3,Curtin University,Perth,Australia,Article
84994252333,2-s2.0-84994252333,Stratton J.,Jewish identity in western pop culture: The holocaust and trauma through modernity,11,Curtin University,Perth,Australia,Book
33645654032,2-s2.0-33645654032,Cano P.,Topology of music recommendation networks,54,Universitat Pompeu Fabra Barcelona,Barcelona,Spain,Article
84900126585,2-s2.0-84900126585,Gaunt K.D.,The games black girls play: Learning the ropes from double-dutch to hip-hop,97,New York University,New York,United States,Book
